p1,  -1182.109314,  -106.425611,  -156.349945
p2,  -1076.115014,  -142.363366,  -87.845823
p3,  -1074.839025,  -102.091661,  -88.407487
p4,  -1073.253252,  -61.683906,  -89.061777
p5,  -1128.072170,  -184.515217,  -86.142214
p6,  -1127.795738,  -144.446379,  -86.679364
p7,  -1127.365231,  -104.308609,  -87.289472
p8,  -1126.726918,  -64.106452,  -87.926930
p9,  -1125.873202,  -23.841825,  -88.634156
p10,  -1179.223750,  -185.718839,  -85.030393
p11,  -1179.713923,  -145.714715,  -85.543821
p12,  -1180.169664,  -105.624932,  -86.148480
p13,  -1180.579951,  -65.500138,  -86.773622
p14,  -1180.936521,  -25.283642,  -87.507393
p15,  -1230.409870,  -186.233586,  -83.897698
p16,  -1231.679145,  -146.174238,  -84.415702
p17,  -1233.039917,  -106.025796,  -85.016115
p18,  -1234.506104,  -65.835198,  -85.645778
p19,  -1236.121502,  -25.530852,  -86.365996
p20,  -1283.542312,  -145.797934,  -83.353528
p21,  -1285.764910,  -105.554798,  -83.878616
p22,  -1288.249639,  -65.135286,  -84.529741
p23,  -1077.236675,  -142.862653,  -127.896190
p24,  -1075.953630,  -102.565903,  -128.497645
p25,  -1074.373942,  -62.161797,  -129.151388
p26,  -1129.161806,  -184.981009,  -126.210320
p27,  -1128.902401,  -144.925336,  -126.745695
p28,  -1128.467507,  -104.784251,  -127.366269
p29,  -1127.847890,  -64.590298,  -128.022545
p30,  -1127.001972,  -24.308331,  -128.763548
p31,  -1180.294995,  -186.190056,  -125.094410
p32,  -1180.802796,  -146.177449,  -125.635675
p33,  -1181.274041,  -106.106728,  -126.225780
p34,  -1181.697781,  -65.984810,  -126.887516
p35,  -1182.064575,  -25.771385,  -127.652681
p36,  -1231.468494,  -186.702317,  -123.972443
p37,  -1232.756552,  -146.642871,  -124.499270
p38,  -1234.132728,  -106.502737,  -125.107293
p39,  -1235.615128,  -66.307517,  -125.756345
p40,  -1237.247974,  -26.009712,  -126.507671
p41,  -1284.601697,  -146.295593,  -123.437438
p42,  -1286.848372,  -106.025327,  -123.992840
p43,  -1289.349158,  -65.609924,  -124.643423
p44,  -1078.332318,  -143.339923,  -167.965860
p45,  -1077.061506,  -103.034982,  -168.594973
p46,  -1075.495582,  -62.626068,  -169.261020
p47,  -1130.238605,  -185.460487,  -166.279849
p48,  -1129.996860,  -145.404003,  -166.832216
p49,  -1129.584127,  -105.261452,  -167.464161
p50,  -1128.973056,  -65.061023,  -168.160735
p51,  -1128.110356,  -24.769386,  -168.932230
p52,  -1181.371338,  -186.674230,  -165.163648
p53,  -1181.887494,  -146.659151,  -165.722493
p54,  -1182.373442,  -106.577788,  -166.335119
p55,  -1182.804025,  -66.446466,  -167.036369
p56,  -1183.185083,  -26.245905,  -167.811993
p57,  -1232.523037,  -187.182372,  -164.047893
p58,  -1233.824261,  -147.126155,  -164.599219
p59,  -1235.223509,  -106.983669,  -165.220076
p60,  -1236.722129,  -66.776221,  -165.908836
p61,  -1238.368118,  -26.487296,  -166.685029
p62,  -1285.655881,  -146.749429,  -163.545026
p63,  -1287.929640,  -106.495553,  -164.110458
p64,  -1290.444629,  -66.097075,  -164.770317
p65,  -1182.126403,  -106.426199,  -156.345523
