p1,  -1041.810482,  162.309437,  -154.457443
p2,  -960.288386,  201.500634,  -113.484594
p3,  -995.660478,  132.906119,  -114.965892
p4,  -996.526206,  183.482925,  -115.845008
p5,  -997.409513,  234.423148,  -116.754258
p6,  -1035.773839,  66.482095,  -115.775804
p7,  -1035.745080,  115.110279,  -116.971635
p8,  -1035.531027,  163.527098,  -118.272499
p9,  -1035.094601,  211.558243,  -119.721938
p10,  -1034.411611,  259.112765,  -121.453656
p11,  -1078.263802,  96.678817,  -118.880833
p12,  -1077.651387,  142.655114,  -120.573217
p13,  -1076.908389,  187.579357,  -122.514104
p14,  -1122.724730,  122.150486,  -122.607750
p15,  -961.208090,  201.117355,  -153.388834
p16,  -996.749105,  132.729930,  -154.843169
p17,  -997.666704,  183.345606,  -155.725736
p18,  -998.605171,  234.337870,  -156.617578
p19,  -1036.893503,  66.446720,  -155.630887
p20,  -1036.917244,  115.178745,  -156.819592
p21,  -1036.766464,  163.703912,  -158.089438
p22,  -1036.412089,  211.929299,  -159.505516
p23,  -1035.819127,  259.735381,  -161.199249
p24,  -1079.423516,  96.986957,  -158.697667
p25,  -1078.856113,  143.146050,  -160.347828
p26,  -1078.169485,  188.346470,  -162.251505
p27,  -1123.817598,  122.883312,  -162.347559
p28,  -951.457153,  144.503512,  -152.084916
p29,  -995.879618,  82.502508,  -150.650874
p30,  -995.720147,  129.775731,  -151.672668
p31,  -995.411818,  176.600874,  -152.707499
p32,  -1041.693574,  22.179164,  -149.038673
p33,  -1041.564891,  68.913495,  -150.010481
p34,  -1041.364374,  115.118943,  -150.995904
p35,  -1041.083338,  160.656673,  -151.992944
p36,  -1040.738850,  205.302775,  -152.994799
p37,  -1088.363974,  55.647440,  -149.129661
p38,  -1088.299077,  100.863176,  -150.065718
p39,  -1088.247125,  145.283497,  -150.969425
p40,  -1136.348772,  87.285658,  -148.857378
p41,  -953.062741,  145.723767,  -191.955148
p42,  -997.267920,  83.592218,  -190.578884
p43,  -997.137940,  131.023429,  -191.602929
p44,  -996.866325,  178.011285,  -192.624043
p45,  -1042.919553,  23.120802,  -188.974533
p46,  -1042.807411,  69.957704,  -189.957371
p47,  -1042.613092,  116.294415,  -190.946881
p48,  -1042.325029,  161.990853,  -191.954842
p49,  -1041.970609,  206.798564,  -192.977446
p50,  -1089.463419,  56.617314,  -189.099092
p51,  -1089.383058,  101.936429,  -190.044410
p52,  -1089.302765,  146.488259,  -190.975405
p53,  -1137.291333,  88.253979,  -188.875364
p54,  -954.886897,  155.493339,  -147.752028
p55,  -996.738413,  94.683144,  -144.394916
p56,  -997.669409,  144.800566,  -145.234725
p57,  -998.583342,  194.997735,  -146.083400
p58,  -1040.081318,  34.632491,  -141.103551
p59,  -1040.660280,  84.138160,  -141.835864
p60,  -1041.185466,  133.623980,  -142.561730
p61,  -1041.646482,  183.054535,  -143.281727
p62,  -1042.030828,  232.431542,  -143.999148
p63,  -1085.280491,  73.370515,  -139.160627
p64,  -1085.513252,  122.125968,  -139.758368
p65,  -1085.657137,  170.730621,  -140.329695
p66,  -1130.710087,  110.473050,  -136.842917
p67,  -955.870814,  155.341304,  -187.796778
p68,  -997.621350,  94.426064,  -184.424076
p69,  -998.567085,  144.567462,  -185.263661
p70,  -999.505613,  194.783929,  -186.110155
p71,  -1040.880548,  34.286248,  -181.105994
p72,  -1041.470418,  83.791063,  -181.840729
p73,  -1042.004870,  133.277140,  -182.557821
p74,  -1042.480077,  182.728081,  -183.288850
p75,  -1042.879572,  232.118658,  -183.995844
p76,  -1086.040747,  72.907104,  -179.145985
p77,  -1086.273529,  121.662165,  -179.737455
p78,  -1086.424672,  170.275456,  -180.315039
p79,  -1131.426359,  109.884753,  -176.808291
p80,  -961.079450,  195.791039,  -120.197269
p81,  -997.980472,  130.147520,  -119.671955
p82,  -999.323150,  181.142894,  -120.483319
p83,  -1000.777075,  232.497438,  -121.288163
p84,  -1038.321129,  65.874470,  -118.878413
p85,  -1038.786072,  115.466819,  -119.798818
p86,  -1039.171172,  165.073989,  -120.737859
p87,  -1039.444660,  214.670434,  -121.715325
p88,  -1039.577419,  264.256630,  -122.775176
p89,  -1081.166861,  100.116201,  -119.862715
p90,  -1080.952868,  148.086020,  -120.942683
p91,  -1080.567323,  195.644633,  -122.084937
p92,  -1124.781155,  130.770220,  -121.064038
p93,  -961.819191,  195.234752,  -160.159852
p94,  -998.797829,  129.641765,  -159.629862
p95,  -1000.159779,  180.656128,  -160.433816
p96,  -1001.623339,  232.024523,  -161.237671
p97,  -1039.174113,  65.411047,  -158.844182
p98,  -1039.666260,  115.026299,  -159.755478
p99,  -1040.071616,  164.665224,  -160.684925
p100,  -1040.374915,  214.295118,  -161.662471
p101,  -1040.546577,  263.949064,  -162.707063
p102,  -1082.072692,  99.741283,  -159.821499
p103,  -1081.885226,  147.758556,  -160.880517
p104,  -1081.532333,  195.378355,  -162.024504
p105,  -1125.707405,  130.531755,  -161.001468
p106,  -953.724362,  167.945132,  -138.880597
p107,  -995.085843,  104.526250,  -137.419674
p108,  -995.473645,  153.854949,  -138.313678
p109,  -995.754749,  203.147036,  -139.232738
p110,  -1038.549781,  42.601355,  -135.766049
p111,  -1038.634597,  91.024884,  -136.665007
p112,  -1038.597674,  139.204492,  -137.582759
p113,  -1038.413446,  187.065841,  -138.508040
p114,  -1038.054623,  234.510984,  -139.475914
p115,  -1083.395250,  77.354789,  -135.768920
p116,  -1083.162983,  124.359261,  -136.675083
p117,  -1082.815904,  170.795032,  -137.592483
p118,  -1129.137078,  109.664362,  -135.589580
p119,  -955.008125,  168.183064,  -178.823944
p120,  -996.255099,  104.718980,  -177.375773
p121,  -996.682949,  154.120473,  -178.269802
p122,  -997.021364,  203.485449,  -179.184989
p123,  -1039.622498,  42.743201,  -175.731799
p124,  -1039.735937,  91.212536,  -176.637943
p125,  -1039.735660,  139.472987,  -177.541147
p126,  -1039.579847,  187.418685,  -178.465778
p127,  -1039.255890,  234.966416,  -179.436366
p128,  -1084.422732,  77.531823,  -175.740322
p129,  -1084.212023,  124.567901,  -176.648845
p130,  -1083.882651,  171.111952,  -177.559688
p131,  -1130.096420,  109.859302,  -175.578808
p132,  -956.759082,  171.743894,  -138.102552
p133,  -997.130885,  109.639627,  -135.343143
p134,  -998.303149,  160.175135,  -136.215183
p135,  -999.500293,  210.878364,  -137.110740
p136,  -1039.438203,  48.433459,  -132.617192
p137,  -1040.099511,  98.169413,  -133.426513
p138,  -1040.713420,  147.914506,  -134.218233
p139,  -1041.274621,  197.662815,  -135.035478
p140,  -1041.764277,  247.419797,  -135.867283
p141,  -1083.927637,  86.309920,  -131.378470
p142,  -1084.138038,  135.149214,  -132.097455
p143,  -1084.246811,  183.854306,  -132.814461
p144,  -1128.650842,  122.153363,  -129.883409
p145,  -957.626915,  171.405224,  -178.092178
p146,  -997.935921,  109.218307,  -175.334143
p147,  -999.120017,  159.778869,  -176.210586
p148,  -1000.340918,  210.496431,  -177.096368
p149,  -1040.192646,  47.945108,  -172.593517
p150,  -1040.865257,  97.679047,  -173.411728
p151,  -1041.490883,  147.448231,  -174.203568
p152,  -1042.060993,  197.202480,  -175.003735
p153,  -1042.568486,  246.979336,  -175.826034
p154,  -1084.660657,  85.763984,  -171.347068
p155,  -1084.883854,  134.593744,  -172.074459
p156,  -1084.992890,  183.295496,  -172.780457
p157,  -1129.367322,  121.505005,  -169.856511
p158,  -960.720210,  188.678720,  -126.794162
p159,  -998.890226,  125.154806,  -124.803569
p160,  -1000.487509,  176.309201,  -125.659310
p161,  -1002.227968,  227.767266,  -126.537072
p162,  -1039.668941,  62.526598,  -122.776643
p163,  -1040.495134,  112.616791,  -123.619533
p164,  -1041.288905,  162.825179,  -124.472981
p165,  -1042.065010,  213.124938,  -125.346042
p166,  -1042.818124,  263.521796,  -126.235724
p167,  -1083.159935,  99.492944,  -122.364661
p168,  -1083.374061,  148.513444,  -123.200906
p169,  -1083.466548,  197.436401,  -124.056984
p170,  -1126.873595,  133.799169,  -121.872670
p171,  -961.357370,  188.070765,  -166.759715
p172,  -999.549008,  124.503007,  -164.776346
p173,  -1001.143929,  175.661283,  -165.640317
p174,  -1002.883079,  227.131306,  -166.514262
p175,  -1040.337681,  61.853227,  -162.749534
p176,  -1041.167062,  111.935475,  -163.601174
p177,  -1041.969231,  162.132344,  -164.441446
p178,  -1042.747433,  212.423540,  -165.299232
p179,  -1043.504877,  262.844926,  -166.201916
p180,  -1083.851531,  98.787541,  -162.334115
p181,  -1084.069374,  147.800023,  -163.170671
p182,  -1084.173785,  196.719727,  -164.030807
p183,  -1127.587956,  133.056977,  -161.843928
p184,  -1041.800934,  162.324958,  -154.455621
