x,y,z,phi,theta
-7.58030665845871,0,-755.542255521926,0,5
-26.2098466707706,10.7557699409872,-755.542255521926,120,5
-32.3724326587688,-21.429681978212,-757.16489519576,-120,10
4.74486531753757,0,-757.16489519576,0,10
-32.3724326587688,21.429681978212,-757.16489519576,120,10
-20,0,-735,0,0
-26.2098466707706,-10.7557699409872,-735.542255521926,-120,5
-7.58030665845871,0,-735.542255521926,0,5
-26.2098466707706,10.7557699409872,-735.542255521926,120,5
-32.3724326587688,-21.429681978212,-737.16489519576,-120,10
4.74486531753757,0,-737.16489519576,0,10
-32.3724326587688,21.429681978212,-737.16489519576,120,10
-20,0,-715,0,0
-26.2098466707706,-10.7557699409872,-715.542255521926,-120,5
-7.58030665845871,0,-715.542255521926,0,5
-26.2098466707706,10.7557699409872,-715.542255521926,120,5
-32.3724326587688,-21.429681978212,-717.16489519576,-120,10
4.74486531753757,0,-717.16489519576,0,10
-32.3724326587688,21.429681978212,-717.16489519576,120,10
-20,0,-695,0,0
-26.2098466707706,-10.7557699409872,-695.542255521926,-120,5
-7.58030665845871,0,-695.542255521926,0,5
-26.2098466707706,10.7557699409872,-695.542255521926,120,5
-32.3724326587688,-21.429681978212,-697.16489519576,-120,10
4.74486531753757,0,-697.16489519576,0,10
-32.3724326587688,21.429681978212,-697.16489519576,120,10
-20,20,-775,0,0
-26.2098466707706,9.2442300590128,-775.542255521926,-120,5
-7.58030665845871,20,-775.542255521926,0,5
-26.2098466707706,30.7557699409872,-775.542255521926,120,5
-32.3724326587688,-1.42968197821203,-777.16489519576,-120,10
4.74486531753757,20,-777.16489519576,0,10
-32.3724326587688,41.429681978212,-777.16489519576,120,10
-20,20,-755,0,0
-26.2098466707706,9.2442300590128,-755.542255521926,-120,5
-7.58030665845871,20,-755.542255521926,0,5
-26.2098466707706,30.7557699409872,-755.542255521926,120,5
-32.3724326587688,-1.42968197821203,-757.16489519576,-120,10
4.74486531753757,20,-757.16489519576,0,10
-32.3724326587688,41.429681978212,-757.16489519576,120,10
-20,20,-735,0,0
-26.2098466707706,9.2442300590128,-735.542255521926,-120,5
-7.58030665845871,20,-735.542255521926,0,5
-26.2098466707706,30.7557699409872,-735.542255521926,120,5
-32.3724326587688,-1.42968197821203,-737.16489519576,-120,10
4.74486531753757,20,-737.16489519576,0,10
-32.3724326587688,41.429681978212,-737.16489519576,120,10
-20,20,-715,0,0
-26.2098466707706,9.2442300590128,-715.542255521926,-120,5
-7.58030665845871,20,-715.542255521926,0,5
-26.2098466707706,30.7557699409872,-715.542255521926,120,5
-32.3724326587688,-1.42968197821203,-717.16489519576,-120,10
4.74486531753757,20,-717.16489519576,0,10
-32.3724326587688,41.429681978212,-717.16489519576,120,10
-20,20,-695,0,0
-26.2098466707706,9.2442300590128,-695.542255521926,-120,5
-7.58030665845871,20,-695.542255521926,0,5
-26.2098466707706,30.7557699409872,-695.542255521926,120,5
-32.3724326587688,-1.42968197821203,-697.16489519576,-120,10
4.74486531753757,20,-697.16489519576,0,10
-32.3724326587688,41.429681978212,-697.16489519576,120,10
-20,40,-755,0,0
-26.2098466707706,29.2442300590128,-755.542255521926,-120,5
-7.58030665845871,40,-755.542255521926,0,5
-26.2098466707706,50.7557699409872,-755.542255521926,120,5
-32.3724326587688,18.570318021788,-757.16489519576,-120,10
4.74486531753757,40,-757.16489519576,0,10
-32.3724326587688,61.429681978212,-757.16489519576,120,10
-20,40,-735,0,0
-26.2098466707706,29.2442300590128,-735.542255521926,-120,5
-7.58030665845871,40,-735.542255521926,0,5
-26.2098466707706,50.7557699409872,-735.542255521926,120,5
-32.3724326587688,18.570318021788,-737.16489519576,-120,10
4.74486531753757,40,-737.16489519576,0,10
-32.3724326587688,61.429681978212,-737.16489519576,120,10
-20,40,-715,0,0
-26.2098466707706,29.2442300590128,-715.542255521926,-120,5
-7.58030665845871,40,-715.542255521926,0,5
-26.2098466707706,50.7557699409872,-715.542255521926,120,5
-32.3724326587688,18.570318021788,-717.16489519576,-120,10
4.74486531753757,40,-717.16489519576,0,10
-32.3724326587688,61.429681978212,-717.16489519576,120,10
0,-40,-755,0,0
-6.20984667077064,-50.7557699409872,-755.542255521926,-120,5
12.4196933415413,-40,-755.542255521926,0,5
-6.20984667077064,-29.2442300590128,-755.542255521926,120,5
-12.3724326587688,-61.429681978212,-757.16489519576,-120,10
24.7448653175376,-40,-757.16489519576,0,10
-12.3724326587688,-18.570318021788,-757.16489519576,120,10
0,-40,-735,0,0
-6.20984667077064,-50.7557699409872,-735.542255521926,-120,5
12.4196933415413,-40,-735.542255521926,0,5
-6.20984667077064,-29.2442300590128,-735.542255521926,120,5
-12.3724326587688,-61.429681978212,-737.16489519576,-120,10
24.7448653175376,-40,-737.16489519576,0,10
-12.3724326587688,-18.570318021788,-737.16489519576,120,10
0,-40,-715,0,0
-6.20984667077064,-50.7557699409872,-715.542255521926,-120,5
12.4196933415413,-40,-715.542255521926,0,5
-6.20984667077064,-29.2442300590128,-715.542255521926,120,5
-12.3724326587688,-61.429681978212,-717.16489519576,-120,10
24.7448653175376,-40,-717.16489519576,0,10
-12.3724326587688,-18.570318021788,-717.16489519576,120,10
0,-20,-775,0,0
-6.20984667077064,-30.7557699409872,-775.542255521926,-120,5
12.4196933415413,-20,-775.542255521926,0,5
-6.20984667077064,-9.2442300590128,-775.542255521926,120,5
-12.3724326587688,-41.429681978212,-777.16489519576,-120,10
24.7448653175376,-20,-777.16489519576,0,10
-12.3724326587688,1.42968197821203,-777.16489519576,120,10
0,-20,-755,0,0
